national_position,position_evolution,company_name,billing,category,company_link
376.287,52.042,"MARZABLO 66 MANAGEMENT, S.L.",pequeña,8299,https://ranking-empresas.eleconomista.es/MARZABLO-66-MANAGEMENT.html
376.288,52.042,"AYALA 1971 MANAGEMENT, S.L.",pequeña,8299,https://ranking-empresas.eleconomista.es/AYALA-1971-MANAGEMENT.html
376.726,46.746,DLA ESTUDIO TRIBUTARIO Y CONTABLE SL,pequeña,6920,https://ranking-empresas.eleconomista.es/DLA-ESTUDIO-TRIBUTARIO-CONTABLE.html
376.849,(ND),"TOKYO BOUTIQUE, S.L.",pequeña,4719,https://ranking-empresas.eleconomista.es/TOKYO-BOUTIQUE.html
376.886,3.429,"ETIVICMAR, SOCIEDAD LIMITADA.",pequeña,1812,https://ranking-empresas.eleconomista.es/ETIVICMAR.html
377.057,4.736,"VAVENIDA HOSTELERIA Y SERVICIOS, S.L.",pequeña,5610,https://ranking-empresas.eleconomista.es/VAVENIDA-HOSTELERIA-SERVICIOS.html
377.282,(ND),ESQUIRRIBAY SL,pequeña,4110,https://ranking-empresas.eleconomista.es/ESQUIRRIBAY.html
377.439,19.096,C2MASI SOCIEDAD LIMITADA,pequeña,7022,https://ranking-empresas.eleconomista.es/C2MASI.html
377.455,25.957,SIDERIS GASTEIZ SL.,pequeña,4754,https://ranking-empresas.eleconomista.es/SIDERIS-GASTEIZ.html
377.456,(ND),KADAM SPORT SL,pequeña,4751,https://ranking-empresas.eleconomista.es/KADAM-SPORT.html
377.610,(ND),IMPORT-JORSAN S.L.,pequeña,4690,https://ranking-empresas.eleconomista.es/IMPORT-JORSAN.html
377.709,66.289,SAGASOUND S.L. L.,pequeña,9002,https://ranking-empresas.eleconomista.es/SAGASOUND-L.html
377.727,52.712,ENRIQUE COTILLAS ORTIZ CORREDURIA DE SEGUROS SL,pequeña,6622,https://ranking-empresas.eleconomista.es/ENRIQUE-COTILLAS-ORTIZ-CORREDURIA-SEGUROS.html
378.096,58.423,TRIVAC SUMINISTROS SOCIEDAD LIMITADA.,pequeña,4619,https://ranking-empresas.eleconomista.es/TRIVAC-SUMINISTROS.html
378.169,73.737,ASELABOR ASOCIADOS SRL,pequeña,6920,https://ranking-empresas.eleconomista.es/ASELABOR-ASOCIADOS.html
378.183,10.171,TEILO ALABARTE SL.,pequeña,8299,https://ranking-empresas.eleconomista.es/TEILO-ALABARTE.html
378.226,76.510,GONZALO GARATE BARQUIN Y ASOCIADOS SL P,pequeña,7111,https://ranking-empresas.eleconomista.es/GONZALO-GARATE-BARQUIN-ASOCIADOS-P.html
378.286,39.704,ZURGIN GASTEIZ S.L.,pequeña,4332,https://ranking-empresas.eleconomista.es/ZURGIN-GASTEIZ.html
378.377,80.198,PROADAP S.L.,pequeña,4520,https://ranking-empresas.eleconomista.es/PROADAP.html
378.390,44.714,SUMINISTROS INDUSTRIALES M MARCOS S.A.,pequeña,4752,https://ranking-empresas.eleconomista.es/SUMINISTROS-INDUSTRIALES-M-MARCOS.html
378.397,(ND),BIOCONSTRUCCION LOMBARDO S.L.,pequeña,4399,https://ranking-empresas.eleconomista.es/BIOCONSTRUCCION-LOMBARDO.html
378.405,66.499,JURINET ASESORES SLP,pequeña,8299,https://ranking-empresas.eleconomista.es/JURINET-ASESORES-SLP.html
378.436,30.356,ESTUDIO DE ARQUITECTURA XABIER SANCHEZ SL P,pequeña,7111,https://ranking-empresas.eleconomista.es/ESTUDIO-ARQUITECTURA-XABIER-SANCHEZ-P.html
378.501,90.038,CONSTRUCCIONES SITO UGARTE SL,pequeña,4329,https://ranking-empresas.eleconomista.es/CONSTRUCCIONES-SITO-UGARTE.html
378.794,76.224,"AÑANA LAN, SOCIEDAD LIMITADA.",pequeña,4121,https://ranking-empresas.eleconomista.es/ANANA-LAN.html
378.958,9.939,ALTA GAMA SA,pequeña,4511,https://ranking-empresas.eleconomista.es/ALTA-GAMA.html
379.135,34.016,GARRIDO ABOGADOS SLP,pequeña,6910,https://ranking-empresas.eleconomista.es/GARRIDO-ABOGADOS-SLP.html
379.333,23.923,TEAM CUBE 06 SL,pequeña,6820,https://ranking-empresas.eleconomista.es/TEAM-CUBE-06.html
379.357,13.371,"KOFER ASESORES FINANCIEROS, SL.",pequeña,6499,https://ranking-empresas.eleconomista.es/KOFER-ASESORES-FINANCIEROS.html
379.441,325.667,DEBALANA 2013 SL.,pequeña,4110,https://ranking-empresas.eleconomista.es/DEBALANA-2013.html
379.789,35.312,ELECTRO-INSTALACIONES VICUÑA S.L.,pequeña,4321,https://ranking-empresas.eleconomista.es/ELECTRO-INSTALACIONES-VICUNA.html
380.250,17.944,RECTIFICADOS Y MECANIZADOS V & B SL,pequeña,2562,https://ranking-empresas.eleconomista.es/RECTIFICADOS-MECANIZADOS-VB.html
380.456,171.776,"GORBEIA MECANIZADOS, S.L.",pequeña,2562,https://ranking-empresas.eleconomista.es/GORBEIA-MECANIZADOS.html
380.466,(ND),ALDAPA CYCLE STORE SL,pequeña,4764,https://ranking-empresas.eleconomista.es/ALDAPA-CYCLE-STORE.html
380.878,52.204,"ARKEDER SOLUCIONES, SOCIEDAD LIMITADA.",pequeña,7490,https://ranking-empresas.eleconomista.es/ARKEDER-SOLUCIONES.html
381.029,(ND),IBARRAUNDI SL,pequeña,8299,https://ranking-empresas.eleconomista.es/IBARRAUNDI.html
381.039,64.913,EUSKOPI SL,pequeña,1812,https://ranking-empresas.eleconomista.es/EUSKOPI.html
381.175,16.396,VIDRIERAS BASTIDA GASTEIZ SL,pequeña,1820,https://ranking-empresas.eleconomista.es/VIDRIERAS-BASTIDA-GASTEIZ.html
381.272,76.753,LEKROM GLOBAL SL,pequeña,2511,https://ranking-empresas.eleconomista.es/LEKROM-GLOBAL.html
381.298,28.598,POSADA LOS ARQUILLOS SL,pequeña,5510,https://ranking-empresas.eleconomista.es/POSADA-ARQUILLOS.html
381.432,141.480,EUROCONFECCIONES WORK WEAR SL,pequeña,1412,https://ranking-empresas.eleconomista.es/EUROCONFECCIONES-WORK-WEAR.html
382.118,30.923,MONTAJES Y MANTENIMIENTO JONAN GASTEIZ SL,pequeña,4531,https://ranking-empresas.eleconomista.es/MONTAJES-MANTENIMIENTO-JONAN-GASTEIZ.html
382.212,36.959,APAINDURA SLL,pequeña,4776,https://ranking-empresas.eleconomista.es/APAINDURA.html
382.475,56.988,VICTOR ACEDO SOCIEDAD LIMITADA.,pequeña,7120,https://ranking-empresas.eleconomista.es/VICTOR-ACEDO.html
382.480,24.254,ANTIGUA BODEGA DE DON COSME PALACIO SL,pequeña,5510,https://ranking-empresas.eleconomista.es/ANTIGUA-BODEGA-DON-COSME-PALACIO.html
382.557,37.172,RUIZ DE AZUA SL,pequeña,9602,https://ranking-empresas.eleconomista.es/RUIZ-AZUA.html
382.705,52.368,"BLISS-DONG, SOCIEDAD LIMITADA.",pequeña,4751,https://ranking-empresas.eleconomista.es/BLISS-DONG.html
382.771,58.400,MANTENIMIENTOS ESPECIALES MIRSA SL,pequeña,3319,https://ranking-empresas.eleconomista.es/MANTENIMIENTOS-ESPECIALES-MIRSA.html
383.044,33.293,"KONSANPRU, S.L.",pequeña,8211,https://ranking-empresas.eleconomista.es/KONSANPRU.html
383.596,(ND),INALIA INNOVACION Y DESARROLLO S.L.,pequeña,7112,https://ranking-empresas.eleconomista.es/INALIA-INNOVACION-DESARROLLO.html
383.699,52.975,"MULTISERVICIOS OCARIZ, SOCIEDAD LIMITADA.",pequeña,4399,https://ranking-empresas.eleconomista.es/MULTISERVICIOS-OCARIZ.html
383.892,(ND),IREAN GESTION S.L.,pequeña,8299,https://ranking-empresas.eleconomista.es/IREAN-GESTION.html
384.008,66.678,EMBUTIDOS SUSO SL,pequeña,1011,https://ranking-empresas.eleconomista.es/EMBUTIDOS-SUSO.html
384.120,16.484,"NORDIC KLINIKA, S.L.",pequeña,8690,https://ranking-empresas.eleconomista.es/NORDIC-KLINIKA.html
384.172,(ND),ARABAKO INDUSTRIALDEA S.A.,pequeña,8411,https://ranking-empresas.eleconomista.es/ARABAKO-INDUSTRIALDEA.html
384.809,26.362,TALLERES VILLARREAL SLU,pequeña,4520,https://ranking-empresas.eleconomista.es/TALLERES-VILLARREAL-SLU.html
385.142,18.983,"WOOD ESTUDIO INTERIORISMO, S.L.",pequeña,7410,https://ranking-empresas.eleconomista.es/WOOD-ESTUDIO-INTERIORISMO.html
385.279,7.207,BERYL VISION SL.,pequeña,4774,https://ranking-empresas.eleconomista.es/BERYL-VISION.html
385.343,33.689,ELECTRICIDAD Y TELECOMUNICACIONES VESGA SL,pequeña,4321,https://ranking-empresas.eleconomista.es/ELECTRICIDAD-TELECOMUNICACIONES-VESGA.html
385.699,18.244,ALMACEN DE PATATAS ALVARADO URIARTE SL,pequeña,4631,https://ranking-empresas.eleconomista.es/ALMACEN-PATATAS-ALVARADO-URIARTE.html
385.750,28.771,CONSTRUCCIONES Y RESTAURACIONES ZAITEGI SL,pequeña,4121,https://ranking-empresas.eleconomista.es/CONSTRUCCIONES-RESTAURACIONES-ZAITEGI.html
385.881,9.578,NORAN GESTION DE EMPRESAS S.L.,pequeña,8211,https://ranking-empresas.eleconomista.es/NORAN-GESTION-EMPRESAS.html
386.421,86.363,AIDA Y ALBISUA SOCIEDAD LIMITADA.,pequeña,3299,https://ranking-empresas.eleconomista.es/AIDA-ALBISUA.html
386.445,(ND),VIRAN SIGLO XXI SOCIEDAD LIMITADA.,pequeña,6420,https://ranking-empresas.eleconomista.es/VIRAN-SIGLO-XXI.html
386.710,(ND),"MOVENTIUM GLOBAL, SOCIEDAD LIMITADA.",pequeña,6420,https://ranking-empresas.eleconomista.es/MOVENTIUM-GLOBAL.html
386.966,156.773,SOPRENER SOCIEDAD LIMITADA.,pequeña,4321,https://ranking-empresas.eleconomista.es/SOPRENER.html
387.078,29.593,IDEOLAB INTERACTIVE SL,pequeña,6209,https://ranking-empresas.eleconomista.es/IDEOLAB-INTERACTIVE.html
387.153,42.521,"EFITEKO ELECTRICIDAD Y LED, SOCIEDAD LIMITADA.",pequeña,4321,https://ranking-empresas.eleconomista.es/EFITEKO-ELECTRICIDAD-LED.html
387.159,(ND),ESTUDIO DE INTERIORES M Y P S.L.,pequeña,4759,https://ranking-empresas.eleconomista.es/ESTUDIO-INTERIORES-MYP.html
387.273,(ND),VIÑA EMILIANO SOCIEDAD LIMITADA.,pequeña,1102,https://ranking-empresas.eleconomista.es/VINA-EMILIANO.html
387.306,36.340,QARK ARQUEOLOGIA SOCIEDAD LIMITADA.,pequeña,7220,https://ranking-empresas.eleconomista.es/QARK-ARQUEOLOGIA.html
387.401,19.240,EPSILON GAMES S.L.,pequeña,6920,https://ranking-empresas.eleconomista.es/EPSILON-GAMES.html
387.900,74.040,"PISOS Y MAS VITORIA, SOCIEDAD LIMITADA.",pequeña,6832,https://ranking-empresas.eleconomista.es/PISOS-MAS-VITORIA.html
388.361,169.480,TALLERES DE AMURRIO SA,pequeña,6420,https://ranking-empresas.eleconomista.es/TALLERES-AMURRIO.html
388.489,535,"EL POTEO DE SANCHO, SOCIEDAD LIMITADA.",pequeña,5630,https://ranking-empresas.eleconomista.es/POTEO-SANCHO.html
388.491,59.301,ARTES GRAFICAS E IMPRESION STAMPA SL,pequeña,1812,https://ranking-empresas.eleconomista.es/ARTES-GRAFICAS-IMPRESION-STAMPA.html
388.598,19.517,ARABA IDAZ 2007 SL,pequeña,6920,https://ranking-empresas.eleconomista.es/ARABA-IDAZ-2007.html
388.748,49.156,EKO LAN CONSULTORES SL,pequeña,6920,https://ranking-empresas.eleconomista.es/EKO-LAN-CONSULTORES.html
388.865,64.354,SG ESCOBERO-NOVAS SL,pequeña,6209,https://ranking-empresas.eleconomista.es/SG-ESCOBERO-NOVAS.html
388.909,(ND),TRANSPORTES ITOITZ 2014 SL.,pequeña,4941,https://ranking-empresas.eleconomista.es/TRANSPORTES-ITOITZ-2014.html
388.954,33.866,BENITA CAN SOCIEDAD LIMITADA.,pequeña,5610,https://ranking-empresas.eleconomista.es/BENITA-CAN.html
389.026,18.193,NACSUS S.L.,pequeña,6920,https://ranking-empresas.eleconomista.es/NACSUS.html
389.123,15.845,TRADING ONTO SL,pequeña,4662,https://ranking-empresas.eleconomista.es/TRADING-ONTO.html
389.339,41.017,CENTRO DE EMPRESAS E INNOVACION DE ALAVA SA,pequeña,8411,https://ranking-empresas.eleconomista.es/CENTRO-EMPRESAS-INNOVACION-ALAVA.html
389.378,71.497,BIG KARTING SOCIEDAD LIMITADA.,pequeña,9329,https://ranking-empresas.eleconomista.es/BIG-KARTING.html
389.395,48.421,MANTENIMIENTOS VULCANO SL,pequeña,4322,https://ranking-empresas.eleconomista.es/MANTENIMIENTOS-VULCANO.html
389.427,23.226,"PINTURAS Y DECORACION B&Z, SOCIEDAD LIMITADA.",pequeña,4334,https://ranking-empresas.eleconomista.es/PINTURAS-DECORACION-BZ.html
389.570,41.262,ALAVA SOLUCIONES GRAFICAS SL,pequeña,1812,https://ranking-empresas.eleconomista.es/ALAVA-SOLUCIONES-GRAFICAS.html
389.607,20.511,"A. ANTUNEZ-VITORIA, SOCIEDAD LIMITADA.",pequeña,4339,https://ranking-empresas.eleconomista.es/A-ANTUNEZ-VITORIA.html
389.995,15.439,CARROCERIAS SUCESORES DE ANTERO S.L.,pequeña,4520,https://ranking-empresas.eleconomista.es/CARROCERIAS-SUCESORES-ANTERO.html
390.168,38.375,TALLERES FAVIRAUTO SA,pequeña,4520,https://ranking-empresas.eleconomista.es/TALLERES-FAVIRAUTO.html
390.263,(ND),"MIHAS ESTHETIC GROUP, SOCIEDAD LIMITADA.",pequeña,9602,https://ranking-empresas.eleconomista.es/MIHAS-ESTHETIC-GROUP.html
390.328,30.054,BESTERWOOD COMPANY SL,pequeña,1610,https://ranking-empresas.eleconomista.es/BESTERWOOD-COMPANY.html
390.344,42.354,ADMINISTRACIONES DE FINCAS GASTEIZ SOCIEDAD LIMITADA.,pequeña,6832,https://ranking-empresas.eleconomista.es/ADMINISTRACIONES-FINCAS-GASTEIZ.html
390.633,(ND),AISIA EVENTS S.L.,pequeña,9319,https://ranking-empresas.eleconomista.es/AISIA-EVENTS.html
390.758,50.563,RAYAS GASTEIZ SL,pequeña,4649,https://ranking-empresas.eleconomista.es/RAYAS-GASTEIZ.html
390.832,31.897,"PRENSA DIGITAL EUSKADI Y NAVARRA, SL.",pequeña,5813,https://ranking-empresas.eleconomista.es/PRENSA-DIGITAL-EUSKADI-NAVARRA.html
390.848,(ND),SHI KHA DUE SL,pequeña,8622,https://ranking-empresas.eleconomista.es/SHI-KHA-DUE.html
390.875,33.416,ZULATU SL L,pequeña,7112,https://ranking-empresas.eleconomista.es/ZULATU-L.html
390.899,36.302,INDOOR GARDEN SOCIEDAD LIMITADA.,pequeña,8130,https://ranking-empresas.eleconomista.es/INDOOR-GARDEN.html
390.903,(ND),GESTAY VITORIA SL,pequeña,7022,https://ranking-empresas.eleconomista.es/GESTAY-VITORIA.html
391.073,66.759,BODEGA 202 SLU,pequeña,1102,https://ranking-empresas.eleconomista.es/BODEGA-202-SLU.html
391.084,79.899,CAE INNOVACION S.L.,pequeña,6209,https://ranking-empresas.eleconomista.es/CAE-INNOVACION.html
391.153,105.583,SPORT BASED LEARNING SOCIEDAD LIMITADA.,pequeña,7490,https://ranking-empresas.eleconomista.es/SPORT-BASED-LEARNING.html
391.316,36.680,GARRAIOAK G. LLANO S.L.,pequeña,4941,https://ranking-empresas.eleconomista.es/GARRAIOAK-G-LLANO.html
391.407,(ND),"ZABALMENDI, SOCIEDAD LIMITADA.",pequeña,5630,https://ranking-empresas.eleconomista.es/ZABALMENDI.html
391.493,328.998,FANDIMIX S.L.,pequeña,6832,https://ranking-empresas.eleconomista.es/FANDIMIX.html
391.808,27.979,RECYOIL ENERGY SOCIEDAD LIMITADA,pequeña,3811,https://ranking-empresas.eleconomista.es/RECYOIL-ENERGY.html
391.881,44.810,"FINCAS IPS BARRIA, S.L.",pequeña,4110,https://ranking-empresas.eleconomista.es/FINCAS-IPS-BARRIA.html
392.069,2.668,CALVI CR C SL,pequeña,4121,https://ranking-empresas.eleconomista.es/CALVI-CR-C.html
392.073,46.321,ELECTROMEDICAL DEL NORTE SL,pequeña,3319,https://ranking-empresas.eleconomista.es/ELECTROMEDICAL-NORTE.html
392.569,11.995,CREACIONES BEL SILUET SL,pequeña,1419,https://ranking-empresas.eleconomista.es/CREACIONES-BEL-SILUET.html
392.788,39.768,BARRATXI MOTOR 2012 SOCIEDAD LIMITADA.,pequeña,4520,https://ranking-empresas.eleconomista.es/BARRATXI-MOTOR-2012.html
392.922,29.195,ASEDIS GESTION S.L.,pequeña,6920,https://ranking-empresas.eleconomista.es/ASEDIS-GESTION.html
393.056,22.677,"E PROCESS MED, SOCIEDAD LIMITADA.",pequeña,6209,https://ranking-empresas.eleconomista.es/PROCESS-MED.html
393.092,39.881,INNOBIDE SL.,pequeña,7022,https://ranking-empresas.eleconomista.es/INNOBIDE.html
393.104,38.080,"GLEZ & SCHUBERT, SOCIEDAD LIMITADA.",pequeña,4662,https://ranking-empresas.eleconomista.es/GLEZ-SCHUBERT.html
393.293,12.330,LANKIDE VENDING SL,pequeña,4799,https://ranking-empresas.eleconomista.es/LANKIDE-VENDING.html
393.336,190.823,ARAU OBRAS Y PROYECTOS SL,pequeña,4110,https://ranking-empresas.eleconomista.es/ARAU-OBRAS-PROYECTOS.html
393.432,6.906,KERIXARA SL L,pequeña,0145,https://ranking-empresas.eleconomista.es/KERIXARA-L.html
393.728,88.726,TRANSLOGIA DEVELOPMENT SL.,pequeña,6209,https://ranking-empresas.eleconomista.es/TRANSLOGIA-DEVELOPMENT.html
393.774,11.714,IRUDIA COMUNICACION SL,pequeña,5912,https://ranking-empresas.eleconomista.es/IRUDIA-COMUNICACION.html
393.822,30.484,ARTESANOS SORTE ONA SL.,pequeña,4729,https://ranking-empresas.eleconomista.es/ARTESANOS-SORTE-ONA.html
394.089,91.472,REDES TELEFONICAS SIGLO XXI S.L.,pequeña,6110,https://ranking-empresas.eleconomista.es/REDES-TELEFONICAS-SIGLO-XXI.html
394.167,70.582,NEXUS CONSULTORES FISCAL LABORAL Y CONTABLE SOCIEDAD LIMITADA.,pequeña,6920,https://ranking-empresas.eleconomista.es/NEXUS-CONSULTORES-FISCAL-LABORAL-CONTABLE.html
394.289,68.883,CONSTRUCCIONES Y REHABILITACIONES DRAKO S.L.,pequeña,4399,https://ranking-empresas.eleconomista.es/CONSTRUCCIONES-REHABILITACIONES-DRAKO.html
394.466,43.819,LZ ASESORES SRL,pequeña,6920,https://ranking-empresas.eleconomista.es/LZ-ASESORES.html
394.484,37.039,SOLGRANEL SOCIEDAD LIMITADA.,pequeña,4711,https://ranking-empresas.eleconomista.es/SOLGRANEL.html
394.629,(ND),RADIOTAXI CELEDON S.COOP.,pequeña,4932,https://ranking-empresas.eleconomista.es/RADIOTAXI-CELEDON.html
394.827,20.921,ZUBIREST JATETXEA SOCIEDAD LIMITADA.,pequeña,5630,https://ranking-empresas.eleconomista.es/ZUBIREST-JATETXEA.html
394.932,4.539,ARTEKA UNE ETA GESTION SL,pequeña,4329,https://ranking-empresas.eleconomista.es/ARTEKA-UNE-ETA-GESTION.html
394.996,31.985,CARPINTERIA METALICA HUETO SL,pequeña,2512,https://ranking-empresas.eleconomista.es/CARPINTERIA-METALICA-HUETO.html
395.076,78.569,GACONING CONSULTORIA SOCIEDAD LIMITADA.,pequeña,7022,https://ranking-empresas.eleconomista.es/GACONING-CONSULTORIA.html
395.292,344.280,GANALTO SA,pequeña,4110,https://ranking-empresas.eleconomista.es/GANALTO.html
395.732,35.910,"REFORMAS-VIEIRA, S.L.",pequeña,4339,https://ranking-empresas.eleconomista.es/REFORMAS-VIEIRA.html
396.080,46.041,DENTAL HODEIA SOCIEDAD LIMITADA.,pequeña,8623,https://ranking-empresas.eleconomista.es/DENTAL-HODEIA.html
396.188,32.249,MAQUINARIA ESKUZA S.L.,pequeña,4661,https://ranking-empresas.eleconomista.es/MAQUINARIA-ESKUZA.html
396.231,(ND),LABORABA 2018 SOCIEDAD LIMITADA.,pequeña,4616,https://ranking-empresas.eleconomista.es/LABORABA-2018.html
396.373,84.630,LOGISTICA JARSON SL.,pequeña,4617,https://ranking-empresas.eleconomista.es/LOGISTICA-JARSON.html
396.530,81.102,AUTOMOVIL TOTAL GESTION SOCIEDAD LIMITADA.,pequeña,4511,https://ranking-empresas.eleconomista.es/AUTOMOVIL-TOTAL-GESTION.html
397.592,75.287,SPANTIK CONSTRUCCIONES SOCIEDAD LIMITADA.,pequeña,4399,https://ranking-empresas.eleconomista.es/SPANTIK-CONSTRUCCIONES.html
397.595,66.330,SAN PRUDENCIO TAPICERIAS DE VITORIA SL,pequeña,1392,https://ranking-empresas.eleconomista.es/SAN-PRUDENCIO-TAPICERIAS-VITORIA.html
397.738,27.984,AZ PROCESOS PARTICIPATIVOS SL,pequeña,8299,https://ranking-empresas.eleconomista.es/AZ-PROCESOS-PARTICIPATIVOS.html
397.868,12.374,CONSTRUCCIONES HERSA VIANA SL,pequeña,4121,https://ranking-empresas.eleconomista.es/CONSTRUCCIONES-HERSA-VIANA.html
397.950,54.239,GAMEIN INVERSIONES SOCIEDAD LIMITADA.,pequeña,8299,https://ranking-empresas.eleconomista.es/GAMEIN-INVERSIONES.html
398.194,55.708,REURFO SL,pequeña,3811,https://ranking-empresas.eleconomista.es/REURFO.html
398.383,(ND),"SERVICIOS GLOBALES ARABA, S.L.",pequeña,9609,https://ranking-empresas.eleconomista.es/SERVICIOS-GLOBALES-ARABA.html
398.566,37.688,G.O.Q. SAN PRUDENCIO SOCIEDAD LIMITADA.,pequeña,9602,https://ranking-empresas.eleconomista.es/GOQ-SAN-PRUDENCIO.html
398.831,54.740,FISVIDA ASESORES S.L.,pequeña,6920,https://ranking-empresas.eleconomista.es/FISVIDA-ASESORES.html
399.079,912,FELIX MARTINEZ DE LECEA SL,pequeña,2051,https://ranking-empresas.eleconomista.es/FELIX-MARTINEZ-LECEA.html
399.083,38.276,SAGA LIBURUDENDA S.L.,pequeña,4761,https://ranking-empresas.eleconomista.es/SAGA-LIBURUDENDA.html
399.168,45.226,JUAN DEL RIO REPRESENTACIONES SL,pequeña,4614,https://ranking-empresas.eleconomista.es/JUAN-RIO-REPRESENTACIONES.html
399.603,249.105,AZKOI AISLAMIENTOS SLU,pequeña,4673,https://ranking-empresas.eleconomista.es/AZKOI-AISLAMIENTOS-SLU.html
399.861,(ND),"SOLUCIONES TECNOLOGICAS GEMETIK, SOCIEDAD LIMITADA.",pequeña,4741,https://ranking-empresas.eleconomista.es/SOLUCIONES-TECNOLOGICAS-GEMETIK.html
399.887,59.069,ZAPARDIEL EXPRESS SL,pequeña,4941,https://ranking-empresas.eleconomista.es/ZAPARDIEL-EXPRESS.html
399.916,53.236,EXPROLOG ALAVA SL,pequeña,6820,https://ranking-empresas.eleconomista.es/EXPROLOG-ALAVA.html
399.921,339.462,CONSTRUCCIONES SAN PRUDENCIO SA,pequeña,4121,https://ranking-empresas.eleconomista.es/CONSTRUCCIONES-SAN-PRUDENCIO.html
399.970,52.715,AGENCIA DE SEGUROS ATELARI SL,pequeña,6622,https://ranking-empresas.eleconomista.es/AGENCIA-SEGUROS-ATELARI.html
399.994,(ND),HOTEL CASTILLO EL COLLADO SL,pequeña,5510,https://ranking-empresas.eleconomista.es/HOTEL-CASTILLO-COLLADO.html
400.060,46.097,GRUPO TARJETAS Y SISTEMAS SL,pequeña,1812,https://ranking-empresas.eleconomista.es/GRUPO-TARJETAS-SISTEMAS.html
400.337,50.137,MODEL FUN SAL,pequeña,2573,https://ranking-empresas.eleconomista.es/MODEL-FUN.html
400.429,45.422,MIRANE INGENIERIA DE SERVICIOS S.L.,pequeña,4322,https://ranking-empresas.eleconomista.es/MIRANE-INGENIERIA-SERVICIOS.html
400.467,40.801,ASESORIA GENERAL DE ALAVA SA,pequeña,6920,https://ranking-empresas.eleconomista.es/ASESORIA-GENERAL-ALAVA.html
400.607,31.993,CARPINTERIA EBANISTERIA GESTAL SOCIEDAD LIMITADA,pequeña,1623,https://ranking-empresas.eleconomista.es/CARPINTERIA-EBANISTERIA-GESTAL.html
400.831,71.374,JAVIER MARTINEZ GONZALEZ SLP,pequeña,6910,https://ranking-empresas.eleconomista.es/JAVIER-MARTINEZ-GONZALEZ-SLP.html
400.892,33.075,NATURA VITORIA SL,pequeña,4711,https://ranking-empresas.eleconomista.es/NATURA-VITORIA.html
401.085,33.848,CLINICA DENTAL LAUDEN S.L.,pequeña,8623,https://ranking-empresas.eleconomista.es/CLINICA-DENTAL-LAUDEN.html
401.331,51.266,COHIDRA BARRACHI SL,pequeña,4531,https://ranking-empresas.eleconomista.es/COHIDRA-BARRACHI.html
401.366,31.861,TALLER DE PROYECTOS Y REHABILITACIONES SOCIEDAD LIMITADA.,pequeña,4121,https://ranking-empresas.eleconomista.es/TALLER-PROYECTOS-REHABILITACIONES.html
401.845,9.273,COUSO & VAZQUEZ SL,pequeña,4399,https://ranking-empresas.eleconomista.es/COUSO-VAZQUEZ.html
402.045,(ND),"SERVICIOS DE CONSTRUCCION ALAVES HERBER, SOCIEDAD LIMITADA.",pequeña,4329,https://ranking-empresas.eleconomista.es/SERVICIOS-CONSTRUCCION-ALAVES-HERBER.html
402.050,11.105,DEKER BUSINESS CONSULTING SL,pequeña,7022,https://ranking-empresas.eleconomista.es/DEKER-BUSINESS-CONSULTING.html
402.420,90.441,BARAMBIO FORESTALES SL,pequeña,0210,https://ranking-empresas.eleconomista.es/BARAMBIO-FORESTALES.html
402.456,(ND),BAIKA GESTION SL,pequeña,8299,https://ranking-empresas.eleconomista.es/BAIKA-GESTION.html
402.541,(ND),REST-ON BALLONTI DG SOCIEDAD LIMITADA.,pequeña,5610,https://ranking-empresas.eleconomista.es/REST-ON-BALLONTI-DG.html
402.682,44.002,INSTALACIONES LANKOR SL,pequeña,4329,https://ranking-empresas.eleconomista.es/INSTALACIONES-LANKOR.html
