national_position,position_evolution,company_name,billing,category,company_link
347.677,5.587,ANUX ARABA SOCIEDAD LIMITADA.,pequeña,5630,https://ranking-empresas.eleconomista.es/ANUX-ARABA.html
347.752,195.411,MENDIKO DENDA SL,pequeña,4722,https://ranking-empresas.eleconomista.es/MENDIKO-DENDA.html
347.990,88.086,HOSTARTE GASTEIZ SL,pequeña,3312,https://ranking-empresas.eleconomista.es/HOSTARTE-GASTEIZ.html
348.091,13.129,"KOSKA MOTOR, SOCIEDAD LIMITADA.",pequeña,4520,https://ranking-empresas.eleconomista.es/KOSKA-MOTOR.html
348.449,25.942,ARROYABE COORDINACION Y SERVICIOS SL.,pequeña,4122,https://ranking-empresas.eleconomista.es/ARROYABE-COORDINACION-SERVICIOS.html
348.523,7.554,"PINTURAS JESUS SAN VICENTE, SOCIEDAD LIMITADA.",pequeña,4334,https://ranking-empresas.eleconomista.es/PINTURAS-JESUS-SAN-VICENTE.html
348.635,9.527,ALMALUGA SERVICIOS HOSTELEROS SL,pequeña,5630,https://ranking-empresas.eleconomista.es/ALMALUGA-SERVICIOS-HOSTELEROS.html
349.058,(ND),"ICARUS PLM PROJECTS & SERVICES, S.L.",pequeña,7112,https://ranking-empresas.eleconomista.es/ICARUS-PLM-PROJECTS-SERVICES.html
349.118,35.394,HOTEL TXINTXUA SL,pequeña,5510,https://ranking-empresas.eleconomista.es/HOTEL-TXINTXUA.html
349.239,82.130,MECANIZADOS ALAVESES SL,pequeña,2562,https://ranking-empresas.eleconomista.es/MECANIZADOS-ALAVESES.html
349.573,63.080,AIARTEC SERVICIOS INDUSTRIALES 2019 S.L.,pequeña,3320,https://ranking-empresas.eleconomista.es/AIARTEC-SERVICIOS-INDUSTRIALES-2019.html
349.651,49.705,TRANSPORTES VALENTIN AGUIRRE SA,pequeña,4941,https://ranking-empresas.eleconomista.es/TRANSPORTES-VALENTIN-AGUIRRE.html
349.656,36.970,REVISIONES Y SERVICIOS ALAVESES SL,pequeña,3312,https://ranking-empresas.eleconomista.es/REVISIONES-SERVICIOS-ALAVESES.html
349.856,48.721,BENGOA Y SAN VICENTE SL,pequeña,6920,https://ranking-empresas.eleconomista.es/BENGOA-SAN-VICENTE.html
350.059,7.918,AISLAMIENTOS IZQUIERDO MUÑOZ S.L.,pequeña,4333,https://ranking-empresas.eleconomista.es/AISLAMIENTOS-IZQUIERDO-MUNOZ.html
350.069,(ND),"SUBERBIOLA TEAM, SOCIEDAD LIMITADA.",pequeña,9319,https://ranking-empresas.eleconomista.es/SUBERBIOLA-TEAM.html
350.124,7.612,FRESARABA SL,pequeña,0122,https://ranking-empresas.eleconomista.es/FRESARABA.html
350.321,33.365,CARROCERIAS CEBALLOS HERMANOS SL,pequeña,2920,https://ranking-empresas.eleconomista.es/CARROCERIAS-CEBALLOS-HERMANOS.html
350.502,52.631,MECACORE S. L.,pequeña,2229,https://ranking-empresas.eleconomista.es/MECACORE.html
350.589,27.979,"AMETS BERRIA 2019, SOCIEDAD LIMITADA.",pequeña,5610,https://ranking-empresas.eleconomista.es/AMETS-BERRIA-2019.html
350.702,355,WAI YANG S.L.,pequeña,5610,https://ranking-empresas.eleconomista.es/WAI-YANG.html
350.764,34.727,AUTOMOVILES EL CARMEN SL,pequeña,4520,https://ranking-empresas.eleconomista.es/AUTOMOVILES-CARMEN.html
350.846,17.185,INGENIERIA TELCO SLL,pequeña,6190,https://ranking-empresas.eleconomista.es/INGENIERIA-TELCO.html
350.856,20.248,TRANSPORTES HIJOS DE ANGEL CARRASCO SL,pequeña,4939,https://ranking-empresas.eleconomista.es/TRANSPORTES-HIJOS-ANGEL-CARRASCO.html
350.919,(ND),COMSY CENTRO OPERATIVO DE MODA S.L.,pequeña,4641,https://ranking-empresas.eleconomista.es/COMSY-CENTRO-OPERATIVO-MODA.html
350.936,64.997,EMERYLAN ABRASIVOS S.L.,pequeña,2931,https://ranking-empresas.eleconomista.es/EMERYLAN-ABRASIVOS.html
351.056,64.575,AUTOSERVICIO LATEORRO SL,pequeña,4729,https://ranking-empresas.eleconomista.es/AUTOSERVICIO-LATEORRO.html
351.296,11.296,SIRE ALAVA SL,pequeña,5210,https://ranking-empresas.eleconomista.es/SIRE-ALAVA.html
351.396,35.476,CONSTRUCCIONES Y DECORACIONES HAZAVI SL,pequeña,4339,https://ranking-empresas.eleconomista.es/CONSTRUCCIONES-DECORACIONES-HAZAVI.html
351.476,14.754,HOSTELERA ANCHASIEM S.L.,pequeña,5630,https://ranking-empresas.eleconomista.es/HOSTELERA-ANCHASIEM.html
351.804,10.242,LABOMED-AZ SL,pequeña,4675,https://ranking-empresas.eleconomista.es/LABOMED-AZ.html
352.254,26.239,VALDEGOVIA GESTION SOCIAL S.L.,pequeña,8899,https://ranking-empresas.eleconomista.es/VALDEGOVIA-GESTION-SOCIAL.html
352.468,55.744,GESTORIA ARRATE SL,pequeña,6920,https://ranking-empresas.eleconomista.es/GESTORIA-ARRATE.html
352.654,58.443,CENTRAL LIBRE DE COMPRAS SL,pequeña,4641,https://ranking-empresas.eleconomista.es/CENTRAL-LIBRE-COMPRAS.html
352.709,25.467,CALZADOS ROY SA,pequeña,2219,https://ranking-empresas.eleconomista.es/CALZADOS-ROY.html
352.828,20.630,DIGIBOT TECH S.L.,pequeña,4669,https://ranking-empresas.eleconomista.es/DIGIBOT-TECH.html
352.915,45.299,INFA INVERSIONES SL,pequeña,8299,https://ranking-empresas.eleconomista.es/INFA-INVERSIONES.html
353.467,21.865,"INVERSIONES KUBERLAND, S.L.",pequeña,8211,https://ranking-empresas.eleconomista.es/INVERSIONES-KUBERLAND.html
353.813,18.985,TRANSGOTI SL,pequeña,4941,https://ranking-empresas.eleconomista.es/TRANSGOTI.html
353.933,150.021,"ZIMA 360 GRADOS, S.L.",pequeña,7311,https://ranking-empresas.eleconomista.es/ZIMA-360-GRADOS.html
354.398,46.424,DALIAN SISTEMAS SL,pequeña,8299,https://ranking-empresas.eleconomista.es/DALIAN-SISTEMAS.html
354.407,46.876,CINATI ENGINEERING PLASTICS SL,pequeña,2511,https://ranking-empresas.eleconomista.es/CINATI-ENGINEERING-PLASTICS.html
354.648,(ND),"ARGITEX CAPITAL, SOCIEDAD LIMITADA.",pequeña,7022,https://ranking-empresas.eleconomista.es/ARGITEX-CAPITAL.html
354.682,54.808,SUMINISTROS HERMA SL,pequeña,4662,https://ranking-empresas.eleconomista.es/SUMINISTROS-HERMA.html
354.750,55.594,FIALCO SL,pequeña,6920,https://ranking-empresas.eleconomista.es/FIALCO.html
354.911,125.633,SOFTCAD SL,pequeña,7112,https://ranking-empresas.eleconomista.es/SOFTCAD.html
354.924,54.009,"MAIRI CONSTRUCCIONES Y REHABILITACIONES, S.L.",pequeña,4121,https://ranking-empresas.eleconomista.es/MAIRI-CONSTRUCCIONES-REHABILITACIONES.html
354.933,49.910,"QUINTANA & HOYOS GESTION, SOCIEDAD LIMITADA.",pequeña,6420,https://ranking-empresas.eleconomista.es/QUINTANA-HOYOS-GESTION.html
355.006,71.305,METAPOSTA SA,pequeña,6209,https://ranking-empresas.eleconomista.es/METAPOSTA.html
355.127,99.316,ULLIVARRI MAQUINARIA SA,pequeña,4519,https://ranking-empresas.eleconomista.es/ULLIVARRI-MAQUINARIA.html
355.580,86.729,KERONIX FARMA S.L.,pequeña,4773,https://ranking-empresas.eleconomista.es/KERONIX-FARMA.html
355.604,2.121,BEINKE PROYECTOS TURISTICOS Y CULTURALES SL,pequeña,9329,https://ranking-empresas.eleconomista.es/BEINKE-PROYECTOS-TURISTICOS-CULTURALES.html
356.263,28.316,WEIJI IBERICA S.L.,pequeña,6820,https://ranking-empresas.eleconomista.es/WEIJI-IBERICA.html
356.318,9.284,NEUMO-ARABA EGEA & CARRO SL P,pequeña,8622,https://ranking-empresas.eleconomista.es/NEUMO-ARABA-EGEA-CARRO-P.html
356.401,(ND),COLCHONERIA LASTAI SL,pequeña,4778,https://ranking-empresas.eleconomista.es/COLCHONERIA-LASTAI.html
356.434,55.229,EXPANSION LOGISTICA Y SERVICIOS GLOBALES SL.,pequeña,4399,https://ranking-empresas.eleconomista.es/EXPANSION-LOGISTICA-SERVICIOS-GLOBALES.html
356.516,17.065,BODEGAS HEREDAD DE ADUNA SL,pequeña,1102,https://ranking-empresas.eleconomista.es/BODEGAS-HEREDAD-ADUNA.html
356.541,53.841,MASTALLER SL,pequeña,9329,https://ranking-empresas.eleconomista.es/MASTALLER.html
356.840,(ND),SUMINISTROS COVE SUR SL,pequeña,4677,https://ranking-empresas.eleconomista.es/SUMINISTROS-COVE-SUR.html
356.875,5.225,APLICACIONES TERMICAS VITORIA S.L.,pequeña,4619,https://ranking-empresas.eleconomista.es/APLICACIONES-TERMICAS-VITORIA.html
357.009,6.988,ZINTZO SL,pequeña,4399,https://ranking-empresas.eleconomista.es/ZINTZO.html
357.045,(ND),NEMAC SA,pequeña,9329,https://ranking-empresas.eleconomista.es/NEMAC.html
357.116,52.958,PLASTIFICADOS FERSANZ SL,pequeña,2229,https://ranking-empresas.eleconomista.es/PLASTIFICADOS-FERSANZ.html
357.175,4.587,DEDICACION Y ATENCION S.L.,pequeña,8690,https://ranking-empresas.eleconomista.es/DEDICACION-ATENCION.html
357.233,65.290,LANBAST SL,pequeña,6920,https://ranking-empresas.eleconomista.es/LANBAST.html
357.257,104.861,CONSTRUCCIONES MARIO FEIJOO SL,pequeña,4121,https://ranking-empresas.eleconomista.es/CONSTRUCCIONES-MARIO-FEIJOO.html
357.379,56.404,ARGINDAR SL,pequeña,4321,https://ranking-empresas.eleconomista.es/ARGINDAR.html
357.622,49.842,"AGUIRRE GASTEIZ MEDIADORES DE SEGUROS, S.L.",pequeña,6622,https://ranking-empresas.eleconomista.es/AGUIRRE-GASTEIZ-MEDIADORES-SEGUROS.html
357.924,28.957,"DECORACION Y REHABILITACION IREGUA, SOCIEDAD LIMITADA.",pequeña,4339,https://ranking-empresas.eleconomista.es/DECORACION-REHABILITACION-IREGUA.html
357.950,7.789,OTSOAK GARAGARDO SOCIEDAD LIMITADA.,pequeña,4634,https://ranking-empresas.eleconomista.es/OTSOAK-GARAGARDO.html
357.960,20.288,DISTRIBUCIONES LUDOSTOCK SL,pequeña,4649,https://ranking-empresas.eleconomista.es/DISTRIBUCIONES-LUDOSTOCK.html
358.084,80.617,APLICACION DE PINTURA MARINA SOCIEDAD LIMITADA.,pequeña,2561,https://ranking-empresas.eleconomista.es/APLICACION-PINTURA-MARINA.html
358.212,1.669,HIRVIENDO PROYECTOS SOCIEDAD LIMITADA.,pequeña,5610,https://ranking-empresas.eleconomista.es/HIRVIENDO-PROYECTOS.html
358.836,(ND),"CRONICA VASCA, S.L.",pequeña,5814,https://ranking-empresas.eleconomista.es/CRONICA-VASCA.html
358.922,51.779,TECNIARABA SOCIEDAD LIMITADA,pequeña,9522,https://ranking-empresas.eleconomista.es/TECNIARABA.html
359.067,22.125,AZAROA 2010 SOCIEDAD LIMITADA.,pequeña,9329,https://ranking-empresas.eleconomista.es/AZAROA-2010.html
359.241,43.032,TALLERES MECANICOS BADAYA SL,pequeña,2894,https://ranking-empresas.eleconomista.es/TALLERES-MECANICOS-BADAYA.html
360.004,27.075,ITARI LAN S.L.,pequeña,3312,https://ranking-empresas.eleconomista.es/ITARI-LAN.html
360.015,12.036,PHYSIO CALL SL,pequeña,8690,https://ranking-empresas.eleconomista.es/PHYSIO-CALL.html
360.143,68.223,IMAFI AUDITORES SLP,pequeña,6920,https://ranking-empresas.eleconomista.es/IMAFI-AUDITORES-SLP.html
360.256,56.931,BIOMAG COMPUTER SL,pequeña,4741,https://ranking-empresas.eleconomista.es/BIOMAG-COMPUTER.html
360.379,140.174,AIARA PREMETAL SL,pequeña,4332,https://ranking-empresas.eleconomista.es/AIARA-PREMETAL.html
360.385,24.606,SERVICIOS EMPRESARIALES UCIEZA 21 S.L.,pequeña,7112,https://ranking-empresas.eleconomista.es/SERVICIOS-EMPRESARIALES-UCIEZA-21.html
360.522,5.320,"AGROZERO, SOCIEDAD LIMITADA.",pequeña,4621,https://ranking-empresas.eleconomista.es/AGROZERO.html
360.559,(ND),CANO DORRONSORO S.L.,pequeña,8690,https://ranking-empresas.eleconomista.es/CANO-DORRONSORO.html
360.566,12.213,"PRINGK JY, S.L.",pequeña,4771,https://ranking-empresas.eleconomista.es/PRINGK-JY.html
360.712,34.066,ALMACENAJE Y DISTRIBUCION GASTEIZ SL,pequeña,4941,https://ranking-empresas.eleconomista.es/ALMACENAJE-DISTRIBUCION-GASTEIZ.html
360.784,57.145,GRUPO LOGISTICO BARQUIN Y OTXOA SOCIEDAD LIMITADA.,pequeña,8299,https://ranking-empresas.eleconomista.es/GRUPO-LOGISTICO-BARQUIN-OTXOA.html
360.822,39.256,ASESORIA ZENBAT SL,pequeña,6920,https://ranking-empresas.eleconomista.es/ASESORIA-ZENBAT.html
360.864,37.212,KOMO COMUNICACION CORPORATIVA SOCIEDAD LIMITADA.,pequeña,7022,https://ranking-empresas.eleconomista.es/KOMO-COMUNICACION-CORPORATIVA.html
360.986,32.222,ELECTRICIDAD INARBI GASTEIZ SL,pequeña,4321,https://ranking-empresas.eleconomista.es/ELECTRICIDAD-INARBI-GASTEIZ.html
361.019,2.945,"URMO INTERIORISTAS, S.L.",pequeña,4399,https://ranking-empresas.eleconomista.es/URMO-INTERIORISTAS.html
361.351,228.493,HUCAFE INVESTMENT PRIORITY SL.,pequeña,6810,https://ranking-empresas.eleconomista.es/HUCAFE-INVESTMENT-PRIORITY.html
361.436,25.358,SUSUNAGA SL,pequeña,4759,https://ranking-empresas.eleconomista.es/SUSUNAGA.html
361.477,(ND),"RESIDENCIA BETOÑO, S.L.",pequeña,8731,https://ranking-empresas.eleconomista.es/RESIDENCIA-BETONO.html
361.625,3.902,RESTAURANTE DESLORIAN SOCIEDAD LIMITADA.,pequeña,5610,https://ranking-empresas.eleconomista.es/RESTAURANTE-DESLORIAN.html
362.585,613,GASTEIZ SPORT S.L.,pequeña,9313,https://ranking-empresas.eleconomista.es/GASTEIZ-SPORT.html
362.894,66.428,CARNICERIA-CHARCUTERIA ARANA 31 S.L.,pequeña,4722,https://ranking-empresas.eleconomista.es/CARNICERIA-CHARCUTERIA-ARANA-31.html
362.994,24.138,"INMOBEGAN 3.0, S.L.",pequeña,6832,https://ranking-empresas.eleconomista.es/INMOBEGAN-30.html
363.149,27.543,CANCILLER AYALA SL,pequeña,3101,https://ranking-empresas.eleconomista.es/CANCILLER-AYALA.html
363.282,284.684,"OLARIZU INVERSIONES, SL.",pequeña,6832,https://ranking-empresas.eleconomista.es/OLARIZU-INVERSIONES.html
363.485,21.016,"DAVID NUÑEZ ELECTRICIDAD, S.L.",pequeña,4321,https://ranking-empresas.eleconomista.es/DAVID-NUNEZ-ELECTRICIDAD.html
363.503,(ND),"HARMONIE ESTETICA Y BIENESTAR, SOCIEDAD LIMITADA.",pequeña,9602,https://ranking-empresas.eleconomista.es/HARMONIE-ESTETICA-BIENESTAR.html
363.848,18.637,CONSULTORES DE SERVICIOS VITORIA SL,pequeña,6920,https://ranking-empresas.eleconomista.es/CONSULTORES-SERVICIOS-VITORIA.html
363.888,(ND),GRUPO BOMAFER SL.,pequeña,5224,https://ranking-empresas.eleconomista.es/GRUPO-BOMAFER.html
363.990,40.752,KOSAC CONSULTORES SL,pequeña,7320,https://ranking-empresas.eleconomista.es/KOSAC-CONSULTORES.html
364.255,45.172,INVESPALCE SL,pequeña,8299,https://ranking-empresas.eleconomista.es/INVESPALCE.html
364.281,53.374,KETS SPORT SL,pequeña,4751,https://ranking-empresas.eleconomista.es/KETS-SPORT.html
364.313,54.659,REIVAJ SOLUTIONS SL,pequeña,6612,https://ranking-empresas.eleconomista.es/REIVAJ-SOLUTIONS.html
364.369,12.365,FOOD PADEL ARMENTIA SOCIEDAD LIMITADA.,pequeña,5610,https://ranking-empresas.eleconomista.es/FOOD-PADEL-ARMENTIA.html
364.487,16.093,"ARANAREFOR, S.L.",pequeña,4399,https://ranking-empresas.eleconomista.es/ARANAREFOR.html
364.511,13.685,BASQUE MOONSHINERS S.L.,pequeña,1101,https://ranking-empresas.eleconomista.es/BASQUE-MOONSHINERS.html
364.710,61.022,RECIMADERA SL,pequeña,4690,https://ranking-empresas.eleconomista.es/RECIMADERA.html
364.858,25.062,"D. LUXE ALBAÑILERIA Y REFORMAS, S.L.",pequeña,4339,https://ranking-empresas.eleconomista.es/D-LUXE-ALBANILERIA-REFORMAS.html
365.049,9.549,"MONTAJES MONORTE, SOCIEDAD LIMITADA.",pequeña,4391,https://ranking-empresas.eleconomista.es/MONTAJES-MONORTE.html
365.381,53.124,NIETO ILUMINACION SL,pequeña,4759,https://ranking-empresas.eleconomista.es/NIETO-ILUMINACION.html
365.440,67.370,"ASEGI ARABA, S.L.",pequeña,7022,https://ranking-empresas.eleconomista.es/ASEGI-ARABA.html
365.519,17.883,GAMARRA PNEUMATIKOAK SL.,pequeña,4520,https://ranking-empresas.eleconomista.es/GAMARRA-PNEUMATIKOAK.html
365.590,27.740,ALTEL INNOVACION Y TECNOLOGIA SL,pequeña,4652,https://ranking-empresas.eleconomista.es/ALTEL-INNOVACION-TECNOLOGIA.html
366.029,31.460,"ALVAREZ GESTION DE COMUNIDADES, SOCIEDAD LIMITADA.",pequeña,4110,https://ranking-empresas.eleconomista.es/ALVAREZ-GESTION-COMUNIDADES.html
366.259,6.780,BODEGAS JUAN CAMPINUN SOCIEDAD LIMITADA.,pequeña,1102,https://ranking-empresas.eleconomista.es/BODEGAS-JUAN-CAMPINUN.html
366.355,88.755,"MONTAJES ORIVE, SOCIEDAD LIMITADA.",pequeña,4399,https://ranking-empresas.eleconomista.es/MONTAJES-ORIVE.html
366.451,80.404,LOGENSIS GRUPO SL,pequeña,5210,https://ranking-empresas.eleconomista.es/LOGENSIS-GRUPO.html
366.505,55.748,AGRO EXCAVACIONES PERMENDI SL,pequeña,0161,https://ranking-empresas.eleconomista.es/AGRO-EXCAVACIONES-PERMENDI.html
366.509,41.552,IMAZ ASESORES SL,pequeña,6910,https://ranking-empresas.eleconomista.es/IMAZ-ASESORES.html
366.725,4.493,LERMAM MONTAJES INDUSTRIALES SL,pequeña,4321,https://ranking-empresas.eleconomista.es/LERMAM-MONTAJES-INDUSTRIALES.html
367.113,78.624,AMANIA FILMS SOCIEDAD LIMITADA.,pequeña,5915,https://ranking-empresas.eleconomista.es/AMANIA-FILMS.html
367.165,46.386,CALESA ESTRUCTURAS Y PROYECTOS SL P,pequeña,7112,https://ranking-empresas.eleconomista.es/CALESA-ESTRUCTURAS-PROYECTOS-P.html
367.179,47.514,MUP-ARQ SERVICIOS INTEGRALES DE ARQUITECTURA SLP,pequeña,7111,https://ranking-empresas.eleconomista.es/MUP-ARQ-SERVICIOS-INTEGRALES-ARQUITECTURA-SLP.html
367.540,49.912,UR TA LUR S.L.,pequeña,3822,https://ranking-empresas.eleconomista.es/UR-TA-LUR.html
367.621,67.273,"CMA METALAN, S.L.",pequeña,2512,https://ranking-empresas.eleconomista.es/CMA-METALAN.html
367.693,41.629,PROMOCIONES INMOBILIARIAS LARDERO SL,pequeña,6832,https://ranking-empresas.eleconomista.es/PROMOCIONES-INMOBILIARIAS-LARDERO.html
367.882,11.425,FINCAS ANITUA SL,pequeña,4110,https://ranking-empresas.eleconomista.es/FINCAS-ANITUA.html
367.961,85.873,LUIS ANGEL CASADO MANZANOS SL,pequeña,1102,https://ranking-empresas.eleconomista.es/LUIS-ANGEL-CASADO-MANZANOS.html
368.043,40.351,ACE 2 CONSIR DEL NORTE SL,pequeña,4121,https://ranking-empresas.eleconomista.es/ACE-2-CONSIR-NORTE.html
368.073,159.539,CONSULTORES IGAM NORTE S.L.,pequeña,7111,https://ranking-empresas.eleconomista.es/CONSULTORES-IGAM-NORTE.html
368.186,67.561,VINPUMAR S.L.,pequeña,4329,https://ranking-empresas.eleconomista.es/VINPUMAR.html
368.254,112.775,SAMI ESTRUCTURAS DE MADERA Y HORMIGON SOCIEDAD LIMITADA.,pequeña,4399,https://ranking-empresas.eleconomista.es/SAMI-ESTRUCTURAS-MADERA-HORMIGON.html
368.542,14.702,KUMAFER SL,pequeña,5630,https://ranking-empresas.eleconomista.es/KUMAFER.html
368.597,12.660,"VIVIENDA COMUNITARIA AITONA BI, SOCIEDAD LIMITADA.",pequeña,8731,https://ranking-empresas.eleconomista.es/VIVIENDA-COMUNITARIA-AITONA-BI.html
368.598,62.593,SANEAMIENTOS ALVARADO SL,pequeña,4752,https://ranking-empresas.eleconomista.es/SANEAMIENTOS-ALVARADO.html
368.761,31.654,VENDING MERINO SL,pequeña,4639,https://ranking-empresas.eleconomista.es/VENDING-MERINO.html
368.908,16.092,AVALLE HOSTELERIA S.L.,pequeña,5610,https://ranking-empresas.eleconomista.es/AVALLE-HOSTELERIA.html
368.970,6.473,BAIGENE SOCIEDAD LIMITADA.,pequeña,7211,https://ranking-empresas.eleconomista.es/BAIGENE.html
369.023,1.304,LAMPARAS TORIVAN SL,pequeña,4759,https://ranking-empresas.eleconomista.es/LAMPARAS-TORIVAN.html
369.052,27.213,MADEGUR ARABA SOCIEDAD LIMITADA.,pequeña,4673,https://ranking-empresas.eleconomista.es/MADEGUR-ARABA.html
369.305,48.956,GESTORIA ZUBIA SOCIEDAD LIMITADA,pequeña,6920,https://ranking-empresas.eleconomista.es/GESTORIA-ZUBIA.html
369.549,(ND),"DURANGO SPA CLUB, S.L.",pequeña,5510,https://ranking-empresas.eleconomista.es/DURANGO-SPA-CLUB.html
369.718,60.317,LEVEL LANGUAGE SERVICES SOCIEDAD LIMITADA.,pequeña,8559,https://ranking-empresas.eleconomista.es/LEVEL-LANGUAGE-SERVICES.html
369.775,10.264,GURIDI HOGAR SL,pequeña,8731,https://ranking-empresas.eleconomista.es/GURIDI-HOGAR.html
369.813,14.054,MONTAJES BOMAR S.L.,pequeña,4399,https://ranking-empresas.eleconomista.es/MONTAJES-BOMAR.html
370.116,71.979,FULGENCIO PIMENTEL SL,pequeña,5811,https://ranking-empresas.eleconomista.es/FULGENCIO-PIMENTEL.html
370.607,10.420,JAVIER MUNAIN FLORISTAS SL,pequeña,4776,https://ranking-empresas.eleconomista.es/JAVIER-MUNAIN-FLORISTAS.html
370.640,43.559,ALUMINIOS ARABA SL,pequeña,4339,https://ranking-empresas.eleconomista.es/ALUMINIOS-ARABA.html
370.757,47.503,PYMES ASESORIA INTEGRAL DE EMPRESAS SL,pequeña,6910,https://ranking-empresas.eleconomista.es/PYMES-ASESORIA-INTEGRAL-EMPRESAS.html
370.913,60.299,TRANSMENDI SL,pequeña,4941,https://ranking-empresas.eleconomista.es/TRANSMENDI.html
370.998,77.864,TELECOMUNICACIONES VITORIA SL,pequeña,3319,https://ranking-empresas.eleconomista.es/TELECOMUNICACIONES-VITORIA.html
371.042,46.672,S&P ABOGADOS Y ASESORES TRIBUTARIOS SL,pequeña,6920,https://ranking-empresas.eleconomista.es/SP-ABOGADOS-ASESORES-TRIBUTARIOS.html
371.059,349.910,SARTRIGES SL,pequeña,4110,https://ranking-empresas.eleconomista.es/SARTRIGES.html
371.060,(ND),PARAMOS 2000 PRODUCCIONES SL.,pequeña,9002,https://ranking-empresas.eleconomista.es/PARAMOS-2000-PRODUCCIONES.html
371.128,23.972,AURORA E HIJOS SL,pequeña,5610,https://ranking-empresas.eleconomista.es/AURORA-HIJOS.html
371.215,3.369,GASTEIZKOPIZZA SOCIEDAD LIMITADA.,pequeña,4729,https://ranking-empresas.eleconomista.es/GASTEIZKOPIZZA.html
371.421,3.748,"NOVAK BY TALENOM, S.L.",pequeña,6920,https://ranking-empresas.eleconomista.es/NOVAK-BY-TALENOM.html
371.423,46.778,"AIKO MOBILIARIO, S.L.",pequeña,4615,https://ranking-empresas.eleconomista.es/AIKO-MOBILIARIO.html
371.707,101.498,"CHEMIKAN AGC, S.L.",pequeña,4675,https://ranking-empresas.eleconomista.es/CHEMIKAN-AGC.html
372.055,80.602,HOTEL GURIA SL,pequeña,5510,https://ranking-empresas.eleconomista.es/HOTEL-GURIA.html
372.339,42.109,TRANS CENTOL SL,pequeña,4941,https://ranking-empresas.eleconomista.es/TRANS-CENTOL.html
372.381,62.571,RESIDENCIA MURUA SOCIEDAD LIMITADA.,pequeña,8731,https://ranking-empresas.eleconomista.es/RESIDENCIA-MURUA.html
372.442,8.308,PRADO-VITO SL,pequeña,4641,https://ranking-empresas.eleconomista.es/PRADO-VITO.html
372.520,(ND),FRUTARTEAN S.L.,pequeña,4631,https://ranking-empresas.eleconomista.es/FRUTARTEAN.html
372.722,27.707,ESTRELLA DE JIN SL,pequeña,4759,https://ranking-empresas.eleconomista.es/ESTRELLA-JIN.html
372.781,41.329,INSTALACIONES DE HOSTELERIA GASTEIZ SL,pequeña,4754,https://ranking-empresas.eleconomista.es/INSTALACIONES-HOSTELERIA-GASTEIZ.html
372.847,82.531,CONSTRUCCIONES BERRES SL,pequeña,7490,https://ranking-empresas.eleconomista.es/CONSTRUCCIONES-BERRES.html
373.107,74.576,SARIKI ARABA SL,pequeña,4321,https://ranking-empresas.eleconomista.es/SARIKI-ARABA.html
373.203,51.663,URIETA 2000 SL,pequeña,6810,https://ranking-empresas.eleconomista.es/URIETA-2000.html
373.215,8.930,PAKEL INVERSIONES Y SERVICIOS SOCIEDAD LIMITADA.,pequeña,6920,https://ranking-empresas.eleconomista.es/PAKEL-INVERSIONES-SERVICIOS.html
373.327,21.419,ARKAUTEKO ERRETEGIA SOCIEDAD LIMITADA.,pequeña,5610,https://ranking-empresas.eleconomista.es/ARKAUTEKO-ERRETEGIA.html
373.493,19.599,ENERPOS S.L.,pequeña,5610,https://ranking-empresas.eleconomista.es/ENERPOS.html
373.606,343.837,GASTEIZKO INDUSTRIA LURRA SA,pequeña,6810,https://ranking-empresas.eleconomista.es/GASTEIZKO-INDUSTRIA-LURRA.html
373.703,79.885,HOSTELERA DE SALBURUA SOCIEDAD LIMITADA.,pequeña,5630,https://ranking-empresas.eleconomista.es/HOSTELERA-SALBURUA.html
373.769,63.040,BERACIVIL S.L.,pequeña,4121,https://ranking-empresas.eleconomista.es/BERACIVIL.html
373.853,43.646,JOLDEBA SOCIEDAD DE RESPONSABILIDAD LIMITADA.,pequeña,4619,https://ranking-empresas.eleconomista.es/JOLDEBA.html
374.133,66.350,TRANSREDELNOR SL,pequeña,4941,https://ranking-empresas.eleconomista.es/TRANSREDELNOR.html
374.528,26.198,ACTION SIGN INSTALLATIONS S.L.,pequeña,7311,https://ranking-empresas.eleconomista.es/ACTION-SIGN-INSTALLATIONS.html
374.532,(ND),TALLERES MARCILLA SL,pequeña,2511,https://ranking-empresas.eleconomista.es/TALLERES-MARCILLA.html
374.894,(ND),"SILEX COMERCIALY SERVICIOS, S.L.",pequeña,4121,https://ranking-empresas.eleconomista.es/SILEX-COMERCIALY-SERVICIOS.html
374.970,131.234,BARNAGAS NORTE SL,pequeña,4322,https://ranking-empresas.eleconomista.es/BARNAGAS-NORTE.html
375.175,23.039,TALLERES BEREBIL SL,pequeña,4520,https://ranking-empresas.eleconomista.es/TALLERES-BEREBIL.html
375.326,15.066,ETXEZERLAN SOCIEDAD LIMITADA.,pequeña,4329,https://ranking-empresas.eleconomista.es/ETXEZERLAN.html
376.010,51.781,INVERSIONES EN TIERRAS Y VIÑAS SL,pequeña,0121,https://ranking-empresas.eleconomista.es/INVERSIONES-TIERRAS-VINAS.html
376.077,17.547,"SERVICIOS TXANGO NERVION, SOCIEDAD LIMITADA.",pequeña,5610,https://ranking-empresas.eleconomista.es/SERVICIOS-TXANGO-NERVION.html
376.290,52.042,"BOCHORNO BLANCO, SOCIEDAD LIMITADA.",pequeña,7022,https://ranking-empresas.eleconomista.es/BOCHORNO-BLANCO.html
